site,occ.1,occ.2,occ.3,occ.4,occ.5,occ.6,occ.7,occ.8,occ.9,occ.10,occ.11,occ.12,occ.13,dur.1,dur.2,dur.3,dur.4,dur.5,dur.6,dur.7,dur.8,dur.9,dur.10,dur.11,dur.12,dur.13,time.1,time.2,time.3,time.4,time.5,time.6,time.7,time.8,time.9,time.10,time.11,time.12,time.13,nobs.1,nobs.2,nobs.3,nobs.4,nobs.5,nobs.6,nobs.7,nobs.8,nobs.9,nobs.10,nobs.11,nobs.12,nobs.13,distRoad,jday.1,jday.2,jday.3,jday.4,jday.5,jday.6,jday.7,jday.8,jday.9,jday.10,jday.11,jday.12,jday.13,year.1,year.2,year.3,year.4,year.5,year.6,year.7,year.8,year.9,year.10,year.11,year.12,year.13,temp,precp,barren,crop,decBroad,mixed,evBroad,herb,shrub,elev,tpi,X,Y,species,resolution
1379,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,30,NA,30,20,30,60,NA,NA,NA,NA,NA,NA,NA,11,NA,18,6,11,1,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,3,1,NA,3.177634001,NA,NA,NA,NA,NA,NA,262,NA,9,307,330,252,NA,NA,NA,NA,NA,NA,NA,7,NA,9,10,11,12,NA,10.86087799,155.0985413,0.063790001,28.5829258,7.898334026,16.46278763,42.97451782,1.19861269,1.703421354,134.2243652,2.27573514,-1105.739558,-994.989323,RufousTailedHawk,15
1380,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,10,97,5,7,27,2,NA,NA,NA,NA,NA,NA,NA,21,10,17,8,8,7,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1.497392416,NA,NA,NA,NA,NA,NA,NA,326,293,256,304,276,345,NA,NA,NA,NA,NA,NA,NA,8,9,10,11,12,13,11.34753227,137.5512695,0.251754671,55.22566986,1.564909816,10.23120403,27.00026512,0.956607699,2.394543648,65.40021515,-0.466490656,-1090.739558,-994.989323,RufousTailedHawk,15
1382,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,18,NA,NA,NA,47,20,25,103,240,NA,NA,NA,NA,11,NA,NA,NA,12,16,13,8,9,NA,NA,NA,NA,1,NA,NA,NA,2,4,2,1,4,2.500012875,NA,NA,NA,NA,254,NA,NA,NA,351,314,285,245,296,NA,NA,NA,NA,5,NA,NA,NA,9,10,11,12,13,11.26464844,208.8270569,0.565460622,53.76540375,1.923386216,10.61752987,17.36233711,9.656169891,0.480004877,181.7619934,0.22334151,-1060.739558,-994.989323,RufousTailedHawk,15
1383,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,120,NA,NA,30,9,30,120,18,57,NA,NA,NA,NA,16,NA,NA,11,14,10,9,7,9,NA,NA,NA,NA,2,NA,NA,2,1,1,1,1,1,3.418209076,NA,NA,NA,NA,53,NA,NA,365,326,363,306,352,263,NA,NA,NA,NA,5,NA,NA,8,9,10,11,12,13,11.126297,242.8546295,0.04015851,13.25257969,1.654787064,18.90493202,18.51068687,3.13466239,2.59590888,265.1622925,-0.305378109,-1045.739558,-994.989323,RufousTailedHawk,15
1384,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,150,120,15,39,17,180,11,NA,NA,NA,NA,17,NA,16,10,12,7,12,9,16,NA,NA,NA,NA,2,NA,5,1,1,1,1,2,1,3.273288488,NA,NA,NA,NA,52,NA,281,47,20,327,287,269,304,NA,NA,NA,NA,5,NA,7,8,9,10,11,12,13,10.27986717,261.5467224,0.040738389,6.810014248,1.742005944,34.24618912,26.77358818,1.803266168,6.95181942,444.3439636,-1.74672544,-1030.739558,-994.989323,RufousTailedHawk,15
1385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,61,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,18,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,6.982563972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,13,10.48260307,274.2075195,0.050634731,10.19301128,2.056360483,39.44071579,35.68540955,2.079511642,3.633458138,420.3849487,-0.065308996,-1015.739558,-994.989323,RufousTailedHawk,15
1386,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,30,NA,NA,NA,45,30,5,120,NA,NA,NA,NA,NA,11,NA,NA,NA,15,6,12,8,NA,NA,NA,NA,NA,1,NA,NA,NA,2,1,1,1,19.75489616,NA,NA,NA,NA,NA,37,NA,NA,NA,260,6,2,352,NA,NA,NA,NA,NA,6,NA,NA,NA,10,11,12,13,8.356784821,217.9200439,0.845035613,4.360004425,1.372411847,45.50282288,27.53443146,3.616434097,13.92449188,852.133606,0.87980175,-1000.739558,-994.989323,RufousTailedHawk,15
1388,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,150,NA,90,75,120,7,193,21,68,NA,NA,NA,NA,9,NA,15,19,14,9,16,16,16,NA,NA,NA,NA,1,NA,1,3,2,1,1,4,2,6.400887489,NA,NA,NA,NA,10,NA,14,34,352,323,42,326,272,NA,NA,NA,NA,5,NA,7,8,9,10,11,12,13,6.161714554,124.9043045,0.158814892,4.022938728,4.720637321,41.28628922,32.65235901,5.623064041,7.943291664,1302.887939,-0.175169587,-970.7395576,-994.989323,RufousTailedHawk,15
1389,0,NA,NA,0,0,NA,NA,0,NA,0,0,0,0,120,NA,NA,25,120,NA,NA,43,NA,180,210,73,11,9,NA,NA,16,10,NA,NA,9,NA,14,13,17,14,8,NA,NA,2,1,NA,NA,1,NA,1,3,2,2,3.822844982,332,NA,NA,327,10,NA,NA,10,NA,30,19,278,272,1,NA,NA,4,5,NA,NA,8,NA,10,11,12,13,5.697435856,100.3522415,3.894355297,6.856563091,6.914786339,30.62416077,19.10479736,14.18258858,14.0757122,1439.039307,1.48404181,-955.7395576,-994.989323,RufousTailedHawk,15
1390,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,240,74,270,90,86,NA,NA,NA,NA,NA,NA,NA,NA,14,12,8,13,11,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,4.273569584,NA,NA,NA,NA,NA,NA,NA,NA,27,46,39,250,47,NA,NA,NA,NA,NA,NA,NA,NA,9,10,11,12,13,6.011049271,83.1759491,5.924071312,5.482599735,9.212692261,26.83645058,17.6450367,13.47395897,18.15906334,1432.221069,1.545951128,-940.7395576,-994.989323,RufousTailedHawk,15
1392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.953164101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,9.16699028,204.5588531,0,0.372696847,0.022317164,40.07361603,25.80283165,0.365233839,8.723257065,383.4038391,3.060792446,-1150.739558,-1009.989323,RufousTailedHawk,15
1393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,4.600840092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,NA,8.774245262,197.3879242,0.032451097,3.020810843,2.031038046,43.59722519,48.08204269,0.081778362,3.024991512,488.9805298,1.335182786,-1135.739558,-1009.989323,RufousTailedHawk,15
1394,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA,80,NA,NA,4,19,15,54,38,NA,NA,NA,NA,NA,16,NA,NA,17,14,18,10,12,NA,NA,NA,NA,NA,2,NA,NA,1,1,1,2,1,2.195820093,NA,NA,NA,NA,NA,250,NA,NA,299,300,57,304,251,NA,NA,NA,NA,NA,6,NA,NA,9,10,11,12,13,10.91945267,168.598465,0.876643717,25.96598816,4.495986938,20.80203056,42.02725983,1.571420789,3.576570272,90.12103271,-1.453778148,-1120.739558,-1009.989323,RufousTailedHawk,15
1395,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,21,90,10,85,38,12,33,35,NA,NA,NA,NA,NA,15,15,17,16,16,13,12,18,NA,NA,NA,NA,NA,2,2,2,2,1,3,3,1,3.904610634,NA,NA,NA,NA,NA,250,248,274,246,335,257,269,1,NA,NA,NA,NA,NA,6,7,8,9,10,11,12,13,11.05212498,149.8184814,0.044914767,50.86761093,5.518248081,11.02661133,30.7794075,0.648596704,1.109351277,79.51659393,-0.566391945,-1105.739558,-1009.989323,RufousTailedHawk,15
1396,NA,NA,0,NA,0,NA,NA,0,NA,0,0,0,0,NA,NA,60,NA,30,NA,NA,6,NA,5,10,15,2,NA,NA,16,NA,18,NA,NA,11,NA,12,14,17,8,NA,NA,1,NA,2,NA,NA,1,NA,1,1,2,1,2.120019436,NA,NA,323,NA,41,NA,NA,41,NA,31,347,256,245,NA,NA,3,NA,5,NA,NA,8,NA,10,11,12,13,11.21209335,142.9104156,0,63.90703201,0.576605856,8.561943054,24.15610123,2.232138395,0.161555052,74.96950531,0.033927806,-1090.739558,-1009.989323,RufousTailedHawk,15
1401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,15.10900116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,6.990477562,217.4845428,8.748614311,4.081560135,1.705008864,35.21298981,31.11911201,7.70166111,8.515063286,1093.328247,-0.343355209,-1015.739558,-1009.989323,RufousTailedHawk,15
1404,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,15,240,NA,120,5,15,15,161,176,252,NA,NA,NA,18,14,NA,11,13,8,13,8,21,20,NA,NA,NA,2,4,NA,10,1,1,2,1,4,2,3.651743174,NA,NA,NA,327,288,NA,290,16,359,301,334,325,273,NA,NA,NA,4,5,NA,7,8,9,10,11,12,13,6.053189278,128.8023834,2.033129692,5.629277229,5.241391659,35.83606339,17.37673187,10.71437454,14.74152565,1315.308594,-0.243658289,-970.7395576,-1009.989323,RufousTailedHawk,15
1405,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,150,128,27,7,5,NA,NA,NA,NA,NA,NA,NA,NA,6,16,10,10,11,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,9.711486816,NA,NA,NA,NA,NA,NA,NA,NA,6,15,328,301,338,NA,NA,NA,NA,NA,NA,NA,NA,9,10,11,12,13,5.699757576,100.8226852,5.054184914,5.401508808,6.817090511,29.75860405,16.84545708,15.96270752,16.40533638,1430.932861,-1.229163289,-955.7395576,-1009.989323,RufousTailedHawk,15
1406,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,120,21,3,114,45,NA,NA,NA,NA,NA,NA,NA,NA,18,11,9,16,18,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,3.60346961,NA,NA,NA,NA,NA,NA,NA,NA,50,24,328,326,320,NA,NA,NA,NA,NA,NA,NA,NA,9,10,11,12,13,6.692533493,86.13978577,6.560840607,5.809772491,6.784328938,22.76619911,15.02584076,17.77371407,23.29966164,1269.875,0.090886623,-940.7395576,-1009.989323,RufousTailedHawk,15
1407,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,NA,NA,20,NA,NA,NA,NA,120,NA,120,29,33,16,NA,NA,18,NA,NA,NA,NA,13,NA,9,10,8,18,NA,NA,1,NA,NA,NA,NA,1,NA,3,1,1,1,7.619021416,NA,NA,309,NA,NA,NA,NA,282,NA,337,7,311,299,NA,NA,3,NA,NA,NA,NA,8,NA,10,11,12,13,10.09202671,198.660141,0,0.474152178,0.150218830,31.85277557,26.4430275,0.150141895,3.280115366,146.1598053,-0.939478636,-1150.739558,-1024.989323,RufousTailedHawk,15
1408,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,13,19,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,6.190394402,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,311,331,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,12,13,9.916380882,188.7584534,0.074276716,9.467750549,3.674756289,31.92791939,52.65827179,0.70177573,1.388270259,246.1870575,-1.213766932,-1135.739558,-1024.989323,RufousTailedHawk,15
1409,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,13,NA,12,NA,8,NA,9,4,NA,NA,NA,NA,NA,12,NA,16,NA,16,NA,12,10,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,1,2.026361227,NA,NA,NA,NA,NA,10,NA,308,NA,304,NA,262,298,NA,NA,NA,NA,NA,6,NA,8,NA,10,NA,12,13,10.66465569,169.8553925,0.190661579,33.17074585,2.998945236,16.81575775,43.78991318,2.01136446,1.08602941,122.954567,-0.284519941,-1120.739558,-1024.989323,RufousTailedHawk,15
1410,0,NA,NA,NA,0,0,0,0,0,0,0,1,1,60,NA,NA,NA,2,14,5,15,1,17,47,25,25,16,NA,NA,NA,16,18,17,12,16,14,19,16,12,1,NA,NA,NA,2,1,2,1,2,1,1,1,1,2.384008408,34,NA,NA,NA,340,361,248,282,246,280,269,344,296,1,NA,NA,NA,5,6,7,8,9,10,11,12,13,10.97931004,155.1564789,0.210333794,47.42153931,1.700602412,13.95388412,28.98860168,1.293420315,1.863670349,72.17834473,-0.532749176,-1105.739558,-1024.989323,RufousTailedHawk,15
1411,NA,NA,0,0,NA,0,0,0,0,0,0,1,0,NA,NA,30,10,NA,20,20,5,12,38,1,7,12,NA,NA,9,8,NA,14,8,16,11,18,17,18,23,NA,NA,1,2,NA,1,1,1,2,1,1,2,1,2.775448799,NA,NA,268,306,NA,276,267,357,268,254,291,31,362,NA,NA,3,4,NA,6,7,8,9,10,11,12,13,11.05744171,154.3762054,0.041179609,58.74065781,0.365443081,12.65952015,17.3019352,9.704282761,0.298132658,83.46661377,-0.037453283,-1090.739558,-1024.989323,RufousTailedHawk,15
1412,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,45,90,80,NA,66,33,7,95,21,NA,NA,NA,NA,13,15,16,NA,15,10,18,11,13,NA,NA,NA,NA,1,2,2,NA,1,2,1,3,2,2.369059563,NA,NA,NA,NA,340,291,56,NA,363,292,258,36,359,NA,NA,NA,NA,5,6,7,NA,9,10,11,12,13,11.22431755,178.4692993,0,52.05319214,0.620613933,14.08385754,21.55360794,11.49661827,0.100512818,116.4330521,-0.013283776,-1075.739558,-1024.989323,RufousTailedHawk,15
1413,NA,NA,0,NA,0,NA,NA,0,NA,0,0,0,0,NA,NA,20,NA,150,NA,NA,150,NA,114,27,200,43,NA,NA,13,NA,12,NA,NA,15,NA,12,16,18,10,NA,NA,2,NA,3,NA,NA,4,NA,2,1,1,2,3.921393633,NA,NA,10,NA,326,NA,NA,261,NA,38,7,282,317,NA,NA,3,NA,5,NA,NA,8,NA,10,11,12,13,11.13880444,225.4152832,0.260003239,46.15593719,0.396002442,16.45477295,25.42549896,10.16569614,0.420874447,200.1332245,0.00472207,-1060.739558,-1024.989323,RufousTailedHawk,15
1414,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,150,NA,NA,NA,NA,NA,102,NA,NA,NA,13,5,NA,10,NA,NA,NA,NA,NA,18,NA,NA,NA,17,13,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,4.946932793,NA,351,NA,NA,NA,NA,NA,45,NA,NA,NA,331,54,NA,2,NA,NA,NA,NA,NA,8,NA,NA,NA,12,13,10.76476288,273.8001709,0,25.42276764,2.610850096,22.54129982,28.27464676,4.25817585,1.185121298,335.8565063,-0.894055068,-1045.739558,-1024.989323,RufousTailedHawk,15
1415,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,10,120,20,NA,71,20,17,9,NA,NA,NA,NA,NA,18,16,11,NA,14,12,15,12,NA,NA,NA,NA,NA,2,4,2,NA,1,1,2,1,7.226109982,NA,NA,NA,NA,NA,9,261,295,NA,275,43,261,295,NA,NA,NA,NA,NA,6,7,8,NA,10,11,12,13,8.864801407,273.4180298,0.336882472,2.6274786,1.992870450,44.70477295,37.7979126,0.835142016,4.738512039,720.2073364,-4.595101357,-1030.739558,-1024.989323,RufousTailedHawk,15
1416,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,60,NA,30,3,192,45,196,150,6,30,NA,NA,NA,17,NA,17,16,14,13,9,13,13,12,NA,NA,NA,2,NA,2,4,1,1,1,1,1,1,6.400213718,NA,NA,NA,329,NA,321,2,47,296,19,42,290,33,NA,NA,NA,4,NA,6,7,8,9,10,11,12,13,7.166386604,240.2327728,9.560199738,2.655497789,1.509991169,37.74149704,26.36064339,8.655108452,11.6435585,1072.89624,-2.816063166,-1015.739558,-1024.989323,RufousTailedHawk,15
1417,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,55,NA,4,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,14,NA,12,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,8.156574249,NA,NA,NA,NA,NA,NA,NA,18,NA,39,NA,NA,264,NA,NA,NA,NA,NA,NA,NA,8,NA,10,NA,NA,13,6.628956318,197.0364838,1.661217451,2.547288656,3.249677420,42.88216782,27.96137047,4.788051605,12.34053898,1155.263062,-3.524300814,-1000.739558,-1024.989323,RufousTailedHawk,15
1418,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,120,240,140,45,60,30,8,NA,NA,NA,NA,NA,NA,11,0,14,21,13,18,12,NA,NA,NA,NA,NA,NA,1,2,5,2,2,1,1,4.090674877,NA,NA,NA,NA,NA,NA,288,9,265,292,248,316,337,NA,NA,NA,NA,NA,NA,7,8,9,10,11,12,13,7.326296806,179.3374023,0.22337085,4.671512127,3.080205202,34.61250305,20.72890663,6.736727238,11.72307301,1043.303101,0.226239011,-985.7395576,-1024.989323,RufousTailedHawk,15
1419,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,120,5,59,5,75,10,60,NA,NA,NA,NA,NA,NA,11,10,18,16,17,19,19,NA,NA,NA,NA,NA,NA,10,3,1,1,1,2,1,3.199194431,NA,NA,NA,NA,NA,NA,290,281,44,344,39,22,325,NA,NA,NA,NA,NA,NA,7,8,9,10,11,12,13,6.246797562,135.6431427,1.258272767,4.66039753,4.975271225,33.36961746,20.93762398,10.37302971,13.36651516,1258.450684,-1.5556885,-970.7395576,-1024.989323,RufousTailedHawk,15
1420,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,270,NA,NA,NA,60,300,4,40,45,111,NA,NA,NA,7,NA,NA,NA,13,14,17,9,18,8,NA,NA,NA,2,NA,NA,NA,3,1,1,2,1,1,3.846307039,NA,NA,NA,328,NA,NA,NA,281,32,344,31,24,28,NA,NA,NA,4,NA,NA,NA,8,9,10,11,12,13,6.587806702,108.9410629,2.064017534,4.419399738,5.887283802,27.15124321,19.33837891,10.5815258,11.33413982,1233.637573,-0.263350487,-955.7395576,-1024.989323,RufousTailedHawk,15
1421,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,5,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,NA,3.107683182,NA,NA,NA,NA,NA,NA,NA,NA,13,344,NA,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,NA,12,NA,7.187458515,89.56695557,5.450153828,5.54303503,5.576266766,20.46077156,16.30797958,14.39587975,27.14859009,1157.917725,-3.700496674,-940.7395576,-1024.989323,RufousTailedHawk,15
1424,0,0,0,NA,NA,0,NA,0,NA,0,0,0,0,180,30,240,NA,NA,60,NA,60,NA,16,7,69,27,9,16,8,NA,NA,18,NA,20,NA,14,18,11,17,8,1,4,NA,NA,1,NA,2,NA,1,1,1,1,7.959743023,334,32,300,NA,NA,361,NA,5,NA,304,56,261,30,1,2,3,NA,NA,6,NA,8,NA,10,11,12,13,9.62088871,205.2544861,0,0.444551498,0.197316587,37.6007843,29.70246315,0.12244001,3.440832138,235.9793091,-0.595602274,-1150.739558,-1039.989323,RufousTailedHawk,15
1425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.315323353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,9.295409203,195.0841827,0,7.845262527,2.808269501,36.9407959,50.36911011,0.132826626,1.903709292,347.7867737,2.311769485,-1135.739558,-1039.989323,RufousTailedHawk,15
1426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.753094673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10.11588383,177.5226746,0.112942196,29.60668564,4.111130714,21.66179466,42.00049591,2.247595072,0.277181923,212.7124786,0.781873286,-1120.739558,-1039.989323,RufousTailedHawk,15
1427,0,0,0,0,0,1,0,0,1,0,1,0,1,150,149,75,240,15,300,210,60,210,42,91,26,6,16,14,20,16,18,8,13,19,17,14,10,20,13,2,1,1,1,1,1,2,1,1,2,1,1,1,2.119654417,304,321,333,341,349,244,332,309,314,306,250,329,271,1,2,3,4,5,6,7,8,9,10,11,12,13,10.83248329,162.7081451,0,47.76041412,0.996309519,18.10216331,30.69439316,2.420390606,0.045081686,93.59711456,0.177381113,-1105.739558,-1039.989323,RufousTailedHawk,15
1428,NA,NA,NA,NA,0,0,NA,NA,0,0,1,1,1,NA,NA,NA,NA,120,72,NA,NA,6,5,2,15,18,NA,NA,NA,NA,16,16,NA,NA,15,15,15,11,15,NA,NA,NA,NA,3,1,NA,NA,1,1,1,1,1,2.440602303,NA,NA,NA,NA,334,286,NA,NA,286,286,298,365,303,NA,NA,NA,NA,5,6,NA,NA,9,10,11,12,13,11.03952885,165.4329071,0,54.00776672,0.961871028,13.39095974,21.19958687,10.3953743,0.015753761,83.45722961,-0.100729637,-1090.739558,-1039.989323,RufousTailedHawk,15
1429,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,24,51,NA,NA,10,5,200,24,7,NA,NA,NA,NA,16,18,NA,NA,11,8,12,18,14,NA,NA,NA,NA,1,1,NA,NA,1,1,2,2,1,3.383032799,NA,NA,NA,NA,257,1,NA,NA,285,286,264,345,296,NA,NA,NA,NA,5,6,NA,NA,9,10,11,12,13,11.17289257,190.8105469,0,46.95394897,0.651762128,14.82419205,23.64653206,13.8700695,0.064401671,126.3143997,-0.028355766,-1075.739558,-1039.989323,RufousTailedHawk,15
1430,NA,0,NA,0,NA,0,0,0,0,0,0,0,1,NA,20,NA,14,NA,40,30,60,10,7,75,60,67,NA,9,NA,16,NA,20,16,18,17,9,22,9,17,NA,1,NA,1,NA,1,2,4,2,1,1,1,1,2.439624548,NA,351,NA,18,NA,364,338,261,18,286,281,357,270,NA,2,NA,4,NA,6,7,8,9,10,11,12,13,11.19657803,235.9872437,0.077908672,43.45183563,0.576426566,14.51782227,18.9639225,12.96921349,0.210474476,202.3167877,0.151086032,-1060.739558,-1039.989323,RufousTailedHawk,15
1431,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,14,120,10,NA,41,180,46,12,NA,NA,NA,NA,NA,12,14,9,NA,12,23,11,18,NA,NA,NA,NA,NA,2,1,4,NA,1,2,2,1,2.946805,NA,NA,NA,NA,NA,319,39,303,NA,286,52,261,316,NA,NA,NA,NA,NA,6,7,8,NA,10,11,12,13,11.46899223,287.7327271,0.186021894,17.97636032,1.007138610,15.06412792,13.24473476,5.515817642,0.571279526,212.1515656,0.140042186,-1045.739558,-1039.989323,RufousTailedHawk,15
1432,0,NA,NA,0,0,0,0,0,0,0,0,0,0,240,NA,NA,60,15,70,270,30,60,29,120,120,185,9,NA,NA,8,18,10,13,10,11,10,3,16,7,10,NA,NA,5,2,2,1,1,1,1,1,1,1,2.431102037,335,NA,NA,338,24,319,7,39,329,295,42,316,351,1,NA,NA,4,5,6,7,8,9,10,11,12,13,9.176118851,298.1968994,0.009122302,4.307364941,1.411317468,42.74139404,35.47626877,0.37116003,5.699048519,641.4230957,2.629604816,-1030.739558,-1039.989323,RufousTailedHawk,15
1433,1,0,0,NA,NA,0,0,0,0,0,0,0,0,120,60,180,NA,NA,60,170,60,2,37,113,16,46,11,21,10,NA,NA,11,16,17,20,19,11,18,15,1,7,4,NA,NA,1,3,2,1,1,1,1,1,3.257287741,42,20,303,NA,NA,300,57,295,353,295,344,43,316,1,2,3,NA,NA,6,7,8,9,10,11,12,13,6.607199192,225.5788879,4.756988049,1.768522024,4.262132168,36.6415596,34.35217285,2.822320461,11.53899574,1142.156982,5.150895119,-1015.739558,-1039.989323,RufousTailedHawk,15
1434,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,60,NA,NA,11,10,100,NA,NA,NA,15,NA,NA,NA,17,NA,NA,10,10,14,NA,NA,NA,10,NA,NA,NA,1,NA,NA,2,4,2,NA,NA,NA,1,4.6218853,NA,NA,NA,8,NA,NA,323,303,18,NA,NA,NA,282,NA,NA,NA,4,NA,NA,7,8,9,NA,NA,NA,13,5.783078194,182.3925629,6.975275517,2.200993776,6.071515083,36.43060684,25.53324127,8.55993557,13.17270279,1303.88269,0.147502691,-1000.739558,-1039.989323,RufousTailedHawk,15
