"site","dummy","distRoad","occ","temp","precp","crop","evBroad","herb","shrub","tpi","tri","X","Y","species","resolution"
111,0,11.101583480835,0,16.1945819854736,21.877405166626,4.04306173324585,24.167781829834,11.5432252883911,6.33573341369629,3.05553340911865,107.137428283691,-1018.23955761392,-1752.48932304778,"StriatedCaracara",10
112,0,7.62069129943848,0,17.1310386657715,24.9672470092773,5.22501420974731,23.2578735351562,9.711181640625,11.1180276870728,3.76113677024841,97.2997055053711,-1008.23955761392,-1752.48932304778,"StriatedCaracara",10
113,1,2.40990495681763,0,19.1034908294678,29.3088798522949,5.49791049957275,14.3635702133179,16.0678749084473,12.2718906402588,-2.15910744667053,89.4732818603516,-998.23955761392,-1752.48932304778,"StriatedCaracara",10
114,1,3.58171224594116,0,18.9960098266602,31.008394241333,3.08661103248596,9.44171524047852,16.5185852050781,14.7014627456665,-9.22933292388916,85.5369491577148,-988.23955761392,-1752.48932304778,"StriatedCaracara",10
115,1,2.51427364349365,0,17.149715423584,27.5957641601562,2.05838632583618,5.17036914825439,23.7475738525391,22.873420715332,-2.76853513717651,125.984428405762,-978.23955761392,-1752.48932304778,"StriatedCaracara",10
116,0,2.81024742126465,0,16.3198680877686,26.0428352355957,1.84965240955353,4.12117958068848,21.9166622161865,25.8323440551758,4.59347724914551,148.81672668457,-968.23955761392,-1752.48932304778,"StriatedCaracara",10
117,0,1.88179194927216,0,17.709566116333,28.8819465637207,3.00882029533386,4.32130479812622,22.1711196899414,22.214427947998,-2.66372632980347,121.158004760742,-958.23955761392,-1752.48932304778,"StriatedCaracara",10
118,1,2.99948930740356,0,19.2339668273926,34.353645324707,2.20916891098022,1.40355789661407,14.6321678161621,10.9150285720825,-7.13935565948486,65.1209259033203,-948.23955761392,-1752.48932304778,"StriatedCaracara",10
119,0,2.28073883056641,0,19.4994297027588,32.1674652099609,0.556254982948303,0.0841697081923485,25.0393371582031,25.5284614562988,-0.480123519897461,40.1829948425293,-938.23955761392,-1752.48932304778,"StriatedCaracara",10
120,0,97.1508865356445,0,14.9315004348755,8.3993034362793,0.150547906756401,5.85201835632324,17.5512294769287,13.6354370117188,2.03657388687134,65.3364715576172,-1138.23955761392,-1762.48932304778,"StriatedCaracara",10
121,0,97.1508865356445,0,14.9315004348755,8.3993034362793,0.150547906756401,5.85201835632324,17.5512294769287,13.6354370117188,2.03657388687134,65.3364715576172,-1128.23955761392,-1762.48932304778,"StriatedCaracara",10
122,0,88.4984970092773,0,14.5182151794434,8.89977264404297,1.14116978645325,6.12063646316528,27.4117698669434,11.3363313674927,0.303276002407074,151.389541625977,-1118.23955761392,-1762.48932304778,"StriatedCaracara",10
123,0,79.5486297607422,0,14.1939544677734,9.47292327880859,1.35430192947388,4.40792751312256,35.847095489502,11.5897569656372,-1.55258703231812,185.927886962891,-1108.23955761392,-1762.48932304778,"StriatedCaracara",10
124,0,70.6038513183594,0,13.9418487548828,9.40572261810303,1.25203740596771,1.1585373878479,30.4339008331299,3.59394550323486,3.00671029090881,203.134902954102,-1098.23955761392,-1762.48932304778,"StriatedCaracara",10
