site,occ.1,occ.2,occ.3,occ.4,occ.5,occ.6,occ.7,occ.8,occ.9,occ.10,occ.11,occ.12,occ.13,dur.1,dur.2,dur.3,dur.4,dur.5,dur.6,dur.7,dur.8,dur.9,dur.10,dur.11,dur.12,dur.13,time.1,time.2,time.3,time.4,time.5,time.6,time.7,time.8,time.9,time.10,time.11,time.12,time.13,nobs.1,nobs.2,nobs.3,nobs.4,nobs.5,nobs.6,nobs.7,nobs.8,nobs.9,nobs.10,nobs.11,nobs.12,nobs.13,distRoad,jday.1,jday.2,jday.3,jday.4,jday.5,jday.6,jday.7,jday.8,jday.9,jday.10,jday.11,jday.12,jday.13,year.1,year.2,year.3,year.4,year.5,year.6,year.7,year.8,year.9,year.10,year.11,year.12,year.13,precp,barren,crop,decBroad,mixed,evBroad,herb,shrub,elev,tpi,X,Y,species,resolution
102,NA,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,105,NA,60,120,180,NA,120,30,12,120,150,17,NA,15,NA,17,11,8,NA,17,14,9,10,15,10,NA,1,NA,1,3,1,NA,2,2,1,3,1,2,2.592879772,NA,41,NA,344,49,331,NA,252,308,58,20,348,266,NA,2,NA,4,5,6,NA,8,9,10,11,12,13,0.330731928,74.06671906,0,0,0.485172004,0.195756048,0.409912467,10.18272018,298.1807251,-0.309318274,-1010.739558,640.010677,AustralPygmyOwl,25
104,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2.747130156,NA,NA,NA,NA,NA,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,0.00014158,95.83234406,0,0,0.037275463,0,0.133423179,3.916099072,1285.195313,-0.266185701,-960.7395576,640.010677,AustralPygmyOwl,25
105,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2.747130156,NA,NA,NA,NA,NA,NA,NA,NA,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,0.00014158,95.83234406,0,0,0.037275463,0,0.133423179,3.916099072,1285.195313,-0.266185701,-935.7395576,640.010677,AustralPygmyOwl,25
106,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2.465620756,NA,NA,NA,NA,NA,NA,NA,NA,249,NA,NA,NA,322,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,13,2.254462004,93.77513123,0,0,0,0,0.013634448,5.906216145,2267.153564,0.875566363,-910.7395576,640.010677,AustralPygmyOwl,25
107,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2.761439323,NA,NA,NA,NA,360,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,12,NA,9.827617645,95.67595673,0,0,0.30867362,0,0.016123835,2.368218899,3212.715332,0.881673694,-885.7395576,640.010677,AustralPygmyOwl,25
115,0,0,NA,NA,0,0,0,0,0,0,0,0,0,120,180,NA,NA,120,45,45,150,1,67,12,10,35,15,13,NA,NA,16,12,13,14,17,10,14,13,8,1,2,NA,NA,1,4,2,1,4,2,2,2,7,2.937811136,255,255,NA,NA,255,338,282,255,323,13,348,260,322,1,2,NA,NA,5,6,7,8,9,10,11,12,13,145.3357086,35.84957504,0.569453001,0.022925813,6.801904678,0.001694753,1.355497837,55.39394379,1969.230103,-4.31720829,-560.7395576,640.010677,AustralPygmyOwl,25
116,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,30,25,120,15,15,23,NA,NA,NA,NA,NA,NA,NA,13,13,15,17,9,14,NA,NA,NA,NA,NA,NA,NA,1,2,4,3,2,2,3.045712948,NA,NA,NA,NA,NA,NA,NA,334,308,10,317,47,253,NA,NA,NA,NA,NA,NA,NA,8,9,10,11,12,13,0.203687504,67.83029175,0.073179305,0,0,0,0.125535801,21.78016472,329.8286438,-0.16482985,-1010.739558,615.010677,AustralPygmyOwl,25
118,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,20,120,NA,15,2,NA,NA,4,120,NA,NA,NA,NA,16,11,NA,10,9,NA,NA,19,10,NA,NA,NA,NA,2,1,NA,3,2,NA,NA,1,1,3.15133357,NA,NA,NA,NA,262,356,NA,15,345,NA,NA,268,286,NA,NA,NA,NA,5,6,NA,8,9,NA,NA,12,13,0,85.49001312,0,0,0.001012375,0,0.018422442,14.40767288,881.5579834,-0.047682125,-960.7395576,615.010677,AustralPygmyOwl,25
121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2.637485027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351,NA,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,13,12.94868755,95.03305817,0,0,0.053366303,0,0,4.813978672,3468.459473,-1.020118475,-885.7395576,615.010677,AustralPygmyOwl,25
126,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,0,NA,NA,180,NA,120,NA,NA,200,NA,106,NA,120,120,NA,NA,9,NA,10,NA,NA,16,NA,10,NA,13,14,NA,NA,2,NA,10,NA,NA,3,NA,4,NA,1,3,5.429735661,NA,NA,48,NA,285,NA,NA,27,NA,29,NA,300,266,NA,NA,3,NA,5,NA,NA,8,NA,10,NA,12,13,84.55101013,66.75372314,0.573540807,0,2.49069643,0,3.550744534,26.56068802,4060.88916,0.70727545,-660.7395576,615.010677,AustralPygmyOwl,25
130,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,60,15,120,180,20,19,142,20,60,NA,NA,NA,NA,6,11,14,11,21,17,15,16,9,NA,NA,NA,NA,2,4,2,4,2,2,2,1,1,3.030318022,NA,NA,NA,NA,286,338,289,295,334,322,360,282,325,NA,NA,NA,NA,5,6,7,8,9,10,11,12,13,151.1497192,33.32376862,1.762105703,0,6.885074139,0,2.783674479,54.692173,2187.383057,-2.638062954,-560.7395576,615.010677,AustralPygmyOwl,25
131,NA,0,0,NA,0,0,NA,0,NA,NA,NA,0,0,NA,60,90,NA,15,57,NA,16,NA,NA,NA,19,68,NA,10,8,NA,17,10,NA,12,NA,NA,NA,10,18,NA,1,2,NA,1,1,NA,1,NA,NA,NA,2,1,2.926466703,NA,303,28,NA,342,29,NA,31,NA,NA,NA,34,318,NA,2,3,NA,5,6,NA,8,NA,NA,NA,12,13,0.465176851,65.9197464,0.046824589,0,0.034702592,0,0.657871664,20.80192757,334.190094,0.275783569,-1010.739558,590.010677,AustralPygmyOwl,25
134,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,120,25,NA,NA,NA,60,11,NA,NA,NA,NA,NA,NA,15,11,NA,NA,NA,14,16,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,1,2.249255657,NA,NA,NA,NA,NA,NA,317,334,NA,NA,NA,51,253,NA,NA,NA,NA,NA,NA,7,8,NA,NA,NA,12,13,0.1465455,95.86127472,0,0,0.010498496,0,0,4.01386261,1551.338379,-1.111411929,-935.7395576,590.010677,AustralPygmyOwl,25
143,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,3.616538048,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,363,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,12,NA,99.63102722,66.1577301,0,0,3.97523427,0,3.463440418,26.40969658,3722.346436,1.952499628,-635.7395576,590.010677,AustralPygmyOwl,25
145,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,26,12,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,2,NA,NA,4.793838024,NA,NA,NA,NA,54,NA,NA,NA,NA,54,25,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,10,11,NA,NA,125.9439163,37.65009689,1.511137843,0.007191063,5.235625744,0,1.787434459,53.79195404,2567.63916,-0.870008945,-585.7395576,590.010677,AustralPygmyOwl,25
146,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,90,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,9,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,8.665948868,248,NA,NA,NA,NA,NA,NA,NA,NA,322,NA,256,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,12,NA,158.2197418,21.91596413,1.378817439,0.000275004,7.200406075,0.002276632,15.6294632,53.82208633,3153.467041,2.384255409,-560.7395576,590.010677,AustralPygmyOwl,25
147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.397292614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0.655602455,63.46328735,0.033986587,0,0.030278567,0.217784777,0.816585958,21.94307899,343.8002319,0.548674464,-1010.739558,565.010677,AustralPygmyOwl,25
150,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2.71473074,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,0.566212177,96.19676208,0,0,0.028755572,0,0.170222133,3.600986242,1881.398804,0.127483696,-935.7395576,565.010677,AustralPygmyOwl,25
151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,7.309970379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,NA,7.20897913,81.68306732,0.017032411,0,0.090346284,0,0.040710412,18.18129158,2862.817871,0.956287205,-910.7395576,565.010677,AustralPygmyOwl,25
155,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,120,180,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,14,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,6.267537594,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,27,341,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,12,13,47.00710297,81.17784882,0,0,0,0,0,14.65021992,4861.257813,-1.397969365,-810.7395576,565.010677,AustralPygmyOwl,25
156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.593295574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,53.21062469,78.76089478,0,0,0.04336907,0,0.099742711,20.16000748,4867.995605,-0.070688196,-785.7395576,565.010677,AustralPygmyOwl,25
157,NA,NA,NA,0,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,120,NA,300,5,45,NA,NA,120,NA,NA,NA,NA,NA,10,NA,11,11,8,NA,NA,15,NA,NA,NA,NA,NA,1,NA,2,1,2,NA,NA,2,NA,NA,4.473014355,NA,NA,NA,341,NA,49,326,41,NA,NA,13,NA,NA,NA,NA,NA,4,NA,6,7,8,NA,NA,11,NA,NA,55.01173782,84.42269897,0.128141701,0,0.971768379,0,0.337490916,13.93583202,4294.999023,-0.636923134,-760.7395576,565.010677,AustralPygmyOwl,25
162,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,39,NA,23,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,10,NA,18,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,NA,1,3.413327456,NA,NA,NA,NA,NA,NA,NA,26,NA,29,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,8,NA,10,NA,NA,13,101.3991547,26.00714493,0.946731329,0,8.502307892,0,4.6961689,59.88813019,2811.280518,-1.216302633,-635.7395576,565.010677,AustralPygmyOwl,25
163,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10,NA,240,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,13,NA,8,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,1,4.505977154,NA,NA,NA,NA,NA,NA,NA,53,NA,304,NA,NA,341,NA,NA,NA,NA,NA,NA,NA,8,NA,10,NA,NA,13,108.1207733,73.31983948,0.022031406,0,2.627595663,0,0.495351195,23.53849792,2411.527344,-0.834569633,-610.7395576,565.010677,AustralPygmyOwl,25
164,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,182,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,8,8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,1,4.129426479,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,27,17,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,12,13,132.0097961,64.52378845,0.354960263,0,2.802516937,0,0.299302608,31.95346642,2444.27832,-2.194185495,-585.7395576,565.010677,AustralPygmyOwl,25
166,0,0,0,NA,0,NA,0,NA,NA,0,0,0,0,180,150,20,NA,60,NA,10,NA,NA,132,60,20,120,15,16,18,NA,15,NA,15,NA,NA,16,15,18,15,1,1,3,NA,2,NA,2,NA,NA,3,2,1,1,2.566411495,24,44,253,NA,306,NA,270,NA,NA,9,327,296,305,1,2,3,NA,5,NA,7,NA,NA,10,11,12,13,0.83754915,89.90185547,0,0,0.043632265,0.139449611,0.239692345,3.669397831,289.1889954,-0.392377973,-1035.739558,540.010677,AustralPygmyOwl,25
167,0,0,0,0,0,0,0,0,0,0,0,0,0,80,180,90,70,60,30,100,60,36,18,60,90,90,13,8,7,19,17,7,12,15,17,8,9,15,16,1,1,1,2,2,4,2,2,3,1,2,2,1,2.566411495,330,31,42,32,360,335,270,251,304,7,279,324,309,1,2,3,4,5,6,7,8,9,10,11,12,13,0.83754915,89.90185547,0,0,0.043632265,0.139449611,0.239692345,3.669397831,289.1889954,-0.392377973,-1010.739558,540.010677,AustralPygmyOwl,25
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2.814352989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,0,99.47416687,0,0,0.204057217,0,0,0.321775705,924.3202515,0.526354313,-985.7395576,540.010677,AustralPygmyOwl,25
170,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,5,NA,NA,NA,NA,NA,2.157833576,NA,NA,NA,NA,257,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,8,NA,NA,NA,NA,NA,0.472709149,90.63556671,0,0,0.019011259,0,0.00034568,9.308012962,1728.259888,-0.36950776,-935.7395576,540.010677,AustralPygmyOwl,25
171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.538876534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,5.302892208,83.84340668,0,0,0.093471654,0,0.046913881,16.02403831,2405.693604,-0.459893018,-910.7395576,540.010677,AustralPygmyOwl,25
172,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,6.764958858,NA,NA,NA,NA,NA,NA,NA,263,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,11,NA,NA,16.811409,88.74674225,0,0,0.40477246,0,0.248136416,10.60597134,3407.204834,-0.120407499,-885.7395576,540.010677,AustralPygmyOwl,25
173,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,NA,20,NA,90,NA,105,NA,90,30,NA,60,120,40,NA,13,NA,18,NA,11,NA,16,12,NA,13,0,17,NA,2,NA,2,NA,2,NA,2,3,NA,4,1,2,4.662303448,NA,18,NA,351,NA,250,NA,263,3,NA,280,320,324,NA,2,NA,4,NA,6,NA,8,9,NA,11,12,13,28.33434868,95.63798523,0.002011985,0,0.201330349,0,0.125646487,3.31215024,4118.741211,-1.07357657,-860.7395576,540.010677,AustralPygmyOwl,25
174,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,5.737380028,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,292,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,13,40.63364029,86.14574432,0.022865044,0,0.02309002,0,0.04294299,13.26187325,4705.17041,-0.746156454,-835.7395576,540.010677,AustralPygmyOwl,25
178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3.01764226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,59.88261795,51.94316483,0.012566577,0,6.683320522,0,2.029845476,39.33195114,2784.510254,-0.289874524,-735.7395576,540.010677,AustralPygmyOwl,25
181,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,60,NA,NA,60,NA,NA,NA,20,NA,NA,NA,20,NA,13,NA,NA,8,NA,NA,NA,10,NA,NA,NA,7,NA,3,NA,NA,3,NA,NA,NA,2,NA,NA,NA,3,NA,3.951360464,250,NA,NA,12,NA,NA,NA,2,NA,NA,NA,313,NA,1,NA,NA,4,NA,NA,NA,8,NA,NA,NA,12,NA,95.78985596,41.47709274,0.248188555,0,6.675757885,0,1.421299815,50.19334412,2532.467773,-1.041663527,-660.7395576,540.010677,AustralPygmyOwl,25
182,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,3.350053072,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,363,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,12,NA,106.0202866,31.61540222,0.166699648,0,5.421614647,0,0.022057949,62.74791718,2210.751953,-0.159847707,-635.7395576,540.010677,AustralPygmyOwl,25
183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,10.4260416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317,NA,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,13,122.3842163,37.20433426,0,0,5.879304886,1.79121961991768e-05,0.320604503,56.5014267,2684.321533,0.239097893,-610.7395576,540.010677,AustralPygmyOwl,25
185,0,0,0,NA,0,0,0,0,0,0,0,0,0,180,60,120,NA,135,20,105,45,180,10,100,100,30,16,10,9,NA,15,18,16,13,14,13,10,8,19,1,2,1,NA,1,1,2,2,2,1,1,1,4,3.660270691,21,254,48,NA,333,256,270,251,24,272,287,277,281,1,2,3,NA,5,6,7,8,9,10,11,12,13,0.692130089,97.96721649,0.128159806,0,0.182002753,0,0.273850918,1.371510148,262.326355,0.13361226,-1035.739558,515.010677,AustralPygmyOwl,25
186,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,0,NA,NA,NA,NA,60,30,NA,30,15,NA,11,20,30,NA,NA,NA,NA,17,19,NA,11,13,NA,17,18,11,NA,NA,NA,NA,1,1,NA,2,2,NA,1,2,1,3.660270691,NA,NA,NA,NA,333,256,NA,251,24,NA,59,326,251,NA,NA,NA,NA,5,6,NA,8,9,NA,11,12,13,0.692130089,97.96721649,0.128159806,0,0.182002753,0,0.273850918,1.371510148,262.326355,0.13361226,-1010.739558,515.010677,AustralPygmyOwl,25
187,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,90,60,NA,NA,NA,NA,2,129,10,NA,NA,NA,NA,18,9,NA,NA,NA,NA,14,13,17,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,1,2,3.132642031,NA,NA,NA,NA,4,5,NA,NA,NA,NA,337,364,342,NA,NA,NA,NA,5,6,NA,NA,NA,NA,11,12,13,0.005964398,86.19345856,1.760174394,0,1.599065185,0.138076976,1.53339386,7.45307827,564.1151733,-0.716285706,-985.7395576,515.010677,AustralPygmyOwl,25
188,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,60,30,5,60,45,8,14,19,NA,NA,NA,NA,NA,17,19,19,0,7,7,15,18,NA,NA,NA,NA,NA,2,2,1,1,1,1,2,1,2.441127539,NA,NA,NA,NA,NA,277,316,333,244,6,332,357,317,NA,NA,NA,NA,NA,6,7,8,9,10,11,12,13,0,89.6706543,0.105007984,0,0.197962761,0,0.078641355,7.028898239,860.2329712,-0.621981144,-960.7395576,515.010677,AustralPygmyOwl,25
189,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3.117882252,NA,NA,NA,NA,NA,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,0.650356531,83.26567841,0,0,0,0,0,16.74379539,1458.816528,-1.386999249,-935.7395576,515.010677,AustralPygmyOwl,25
193,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,7.789193153,NA,18,NA,NA,NA,NA,NA,264,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,41.93413544,89.34490204,0.062199138,0,0.024919292,0,0.102302767,10.46473789,4682.355469,0.931731999,-835.7395576,515.010677,AustralPygmyOwl,25
199,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,3,NA,NA,NA,NA,NA,6.560095787,NA,NA,NA,9,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,8,NA,NA,NA,NA,NA,110.9761124,23.00899887,1.070372462,0,6.108270168,0.1338135,4.421376228,65.27942657,2044.924438,-2.271672487,-660.7395576,515.010677,AustralPygmyOwl,25
201,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,290,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,17,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,NA,1,8.533256531,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,291,NA,342,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,11,NA,13,143.1346741,8.859502792,1.395726204,0.483950734,6.056498528,1.741688609,8.975773811,72.32323456,2121.757568,-0.161042869,-610.7395576,515.010677,AustralPygmyOwl,25
202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2.975753546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,13,200.8763733,15.19961357,0.933594942,0.031525049,8.093122482,0.142352462,7.106810093,68.02722168,1060.191406,-1.596779823,-585.7395576,515.010677,AustralPygmyOwl,25
