site,occ.1,occ.2,occ.3,occ.4,occ.5,occ.6,occ.7,occ.8,occ.9,occ.10,occ.11,occ.12,occ.13,dur.1,dur.2,dur.3,dur.4,dur.5,dur.6,dur.7,dur.8,dur.9,dur.10,dur.11,dur.12,dur.13,time.1,time.2,time.3,time.4,time.5,time.6,time.7,time.8,time.9,time.10,time.11,time.12,time.13,nobs.1,nobs.2,nobs.3,nobs.4,nobs.5,nobs.6,nobs.7,nobs.8,nobs.9,nobs.10,nobs.11,nobs.12,nobs.13,distRoad,jday.1,jday.2,jday.3,jday.4,jday.5,jday.6,jday.7,jday.8,jday.9,jday.10,jday.11,jday.12,jday.13,year.1,year.2,year.3,year.4,year.5,year.6,year.7,year.8,year.9,year.10,year.11,year.12,year.13,temp,precp,barren,crop,decBroad,mixed,herb,shrub,elev,tpi,tri,X,Y,species,resolution
62,NA,NA,NA,NA,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,90,NA,30,NA,50,105,NA,30,30,NA,NA,NA,NA,9,NA,18,NA,9,10,NA,15,8,NA,NA,NA,NA,1,NA,1,NA,1,2,NA,1,1,14.73491764,NA,NA,NA,NA,341,NA,56,NA,342,298,NA,286,331,NA,NA,NA,NA,5,NA,7,NA,9,10,NA,12,13,11.44533539,22.28636932,12.40420055,13.7965517,0.639543533,9.937013626,14.83741665,38.57675934,1405.081421,-2.063675642,151.9636841,-963.2395576,-317.489323,WhiteTroatedCaracara,20
63,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,82,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,11,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,14.73491764,NA,NA,NA,NA,NA,NA,NA,NA,NA,292,NA,268,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,12,13,11.44533539,22.28636932,12.40420055,13.7965517,0.639543533,9.937013626,14.83741665,38.57675934,1405.081421,-2.063675642,151.9636841,-943.2395576,-317.489323,WhiteTroatedCaracara,20
64,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,60,NA,NA,NA,NA,NA,NA,36,NA,83,45,NA,NA,14,NA,NA,NA,NA,NA,NA,7,NA,6,10,NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA,1,3,NA,5.158912659,NA,58,NA,NA,NA,NA,NA,NA,288,NA,20,44,NA,NA,2,NA,NA,NA,NA,NA,NA,9,NA,11,12,NA,4.859429359,25.49312401,59.01987839,0.914396882,0.001806011,4.470813751,4.665522099,26.24490356,2574.812256,2.627169371,236.3425446,-923.2395576,-317.489323,WhiteTroatedCaracara,20
65,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5.158912659,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,4.859429359,25.49312401,59.01987839,0.914396882,0.001806011,4.470813751,4.665522099,26.24490356,2574.812256,2.627169371,236.3425446,-903.2395576,-317.489323,WhiteTroatedCaracara,20
68,0,0,0,0,0,0,0,0,0,0,0,0,0,60,15,60,60,40,180,21,10,30,4,11,120,150,15,9,16,14,8,11,16,16,19,16,17,10,19,1,2,1,1,3,2,4,1,5,1,1,1,3,2.027429342,311,340,263,271,270,333,36,363,342,335,337,247,364,1,2,3,4,5,6,7,8,9,10,11,12,13,14.75720024,21.00089455,2.926160812,17.24586296,3.531841516,5.017539978,14.51869392,16.0078392,74.57562256,-0.396253556,18.84788513,-1063.239558,-337.489323,WhiteTroatedCaracara,20
69,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,3.20378232,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,13,14.5393343,20.38148308,5.094438076,20.10907173,2.964663506,7.767139435,21.02432251,20.02150345,202.9650116,0.222910196,41.16834259,-1043.239558,-337.489323,WhiteTroatedCaracara,20
70,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,150,70,15,15,27,25,60,11,30,10,NA,NA,NA,18,8,16,9,15,9,18,11,8,20,NA,NA,NA,2,2,3,4,5,3,1,1,1,1,11.88981056,NA,NA,NA,326,10,47,275,14,48,327,303,337,21,NA,NA,NA,4,5,6,7,8,9,10,11,12,13,9.343758583,24.97445679,18.40142822,7.682759285,0.601228774,11.21471691,13.7600708,37.90076065,1741.635864,0.470148325,187.6177368,-963.2395576,-337.489323,WhiteTroatedCaracara,20
71,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,90,NA,NA,120,NA,NA,NA,180,NA,NA,NA,NA,NA,12,NA,NA,13,NA,NA,NA,10,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,2,11.88981056,NA,NA,NA,NA,NA,283,NA,NA,47,NA,NA,NA,51,NA,NA,NA,NA,NA,6,NA,NA,9,NA,NA,NA,13,9.343758583,24.97445679,18.40142822,7.682759285,0.601228774,11.21471691,13.7600708,37.90076065,1741.635864,0.470148325,187.6177368,-943.2395576,-337.489323,WhiteTroatedCaracara,20
72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.158912659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,4.859429359,25.49312401,59.01987839,0.914396882,0.001806011,4.470813751,4.665522099,26.24490356,2574.812256,2.627169371,236.3425446,-923.2395576,-337.489323,WhiteTroatedCaracara,20
75,0,0,0,0,0,0,0,0,0,0,0,0,0,120,150,235,60,30,20,180,15,120,29,60,60,59,11,10,16,17,15,11,9,17,12,19,11,16,11,1,2,1,2,2,3,2,1,2,3,1,1,1,2.22781539,28,340,42,49,37,271,259,363,349,282,289,339,259,1,2,3,4,5,6,7,8,9,10,11,12,13,14.39684486,21.65789986,3.985826254,15.08333778,2.593337774,6.316830158,11.45281792,15.14201736,68.93588257,-0.350133091,24.17578316,-1063.239558,-357.489323,WhiteTroatedCaracara,20
77,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,220,NA,NA,NA,NA,NA,NA,93,39,12,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,8,11,15,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,2,2,6.746873856,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,56,310,49,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,11,12,13,13.03450203,24.9478569,1.119088769,46.31839752,3.067966461,7.949551582,4.998459816,17.50431252,666.8636475,1.257506371,80.71318817,-963.2395576,-357.489323,WhiteTroatedCaracara,20
78,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,20,60,240,40,120,60,120,60,33,NA,NA,NA,NA,10,19,10,19,16,9,10,9,9,NA,NA,NA,NA,1,2,1,2,5,1,2,1,4,5.432523251,NA,NA,NA,NA,262,31,40,313,328,318,354,349,281,NA,NA,NA,NA,5,6,7,8,9,10,11,12,13,10.14761639,27.15060043,12.45179081,15.62843323,1.091692209,12.37989807,15.69640827,29.10850334,1493.838867,-2.878905535,155.8848419,-943.2395576,-357.489323,WhiteTroatedCaracara,20
79,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,45,90,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,16,11,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3.832249165,266,287,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,5.063636303,29.10826683,51.13798523,1.256090879,0.014922454,8.033724785,6.867555141,29.39133453,2476.845459,-0.639274359,219.3631744,-923.2395576,-357.489323,WhiteTroatedCaracara,20
84,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,20,60,95,60,15,1,12,20,10,26,5,5,NA,7,19,10,7,16,19,14,19,21,9,16,15,NA,2,2,2,2,2,1,3,2,1,1,1,1,2.433452129,NA,277,52,306,34,29,43,300,348,347,20,305,251,NA,2,3,4,5,6,7,8,9,10,11,12,13,13.58495712,20.81117439,2.847436428,8.141594887,2.76265049,9.139961243,5.036848068,12.52572727,168.7157898,1.162421942,47.87938309,-1063.239558,-377.489323,WhiteTroatedCaracara,20
85,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,45,10,NA,60,80,195,6,100,34,NA,NA,NA,NA,14,16,NA,17,16,7,20,7,17,NA,NA,NA,NA,2,4,NA,2,1,2,2,1,1,2.652334929,NA,NA,NA,NA,20,325,NA,10,244,307,333,334,339,NA,NA,NA,NA,5,6,NA,8,9,10,11,12,13,14.02550316,18.97789383,3.308820963,17.10790634,4.021091938,7.339697361,10.67313385,14.05783463,148.7237854,-1.03066504,44.16088867,-1043.239558,-377.489323,WhiteTroatedCaracara,20
86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2.652334929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,14.02550316,18.97789383,3.308820963,17.10790634,4.021091938,7.339697361,10.67313385,14.05783463,148.7237854,-1.03066504,44.16088867,-1023.239558,-377.489323,WhiteTroatedCaracara,20
87,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,3,41,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,12,14,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,1,8.3390131,NA,NA,NA,NA,NA,325,NA,NA,NA,NA,NA,259,21,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,12,13,12.44508648,27.12178802,2.67505908,34.5833931,3.465994835,10.00305843,5.20736599,18.11541176,728.5942383,0.436736971,85.40092468,-963.2395576,-377.489323,WhiteTroatedCaracara,20
88,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,60,NA,NA,NA,10,25,120,15,80,180,5,55,NA,6,NA,NA,NA,10,9,13,1,8,8,16,17,NA,1,NA,NA,NA,4,3,2,5,3,1,1,1,17.61862564,NA,21,NA,NA,NA,325,6,313,364,15,252,259,331,NA,2,NA,NA,NA,6,7,8,9,10,11,12,13,8.864477158,29.37286186,21.14441681,8.836092949,0.988299191,15.32119465,12.23271751,26.79997063,1687.198486,0.590759635,186.5364227,-943.2395576,-377.489323,WhiteTroatedCaracara,20
89,NA,0,NA,NA,NA,0,0,NA,0,0,0,NA,0,NA,90,NA,NA,NA,30,90,NA,180,4,300,NA,15,NA,11,NA,NA,NA,7,9,NA,7,13,8,NA,12,NA,2,NA,NA,NA,4,1,NA,6,2,1,NA,2,7.22556448,NA,268,NA,NA,NA,325,366,NA,364,333,10,NA,328,NA,2,NA,NA,NA,6,7,NA,9,10,11,NA,13,5.67133522,30.66057777,52.59826279,0.700758576,0,8.152549744,6.380824566,31.46250534,2335.756348,-6.424096107,203.5506897,-923.2395576,-377.489323,WhiteTroatedCaracara,20
92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2.694374084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,10.42988873,49.29136658,22.30418968,0.576850772,0.058715671,9.426767349,0.100017644,67.28214264,1656.273193,-0.822934568,25.63841057,-843.2395576,-377.489323,WhiteTroatedCaracara,20
93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3.524278164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,11.31912518,57.66135025,28.03930092,11.21151638,0.039775506,4.989258766,1.62575984,54.12675858,1424.888062,-0.440910101,8.154427528,-823.2395576,-377.489323,WhiteTroatedCaracara,20
95,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,50,NA,NA,NA,NA,136,30,15,60,NA,NA,NA,NA,11,NA,NA,NA,NA,16,15,14,18,NA,NA,NA,NA,3,NA,NA,NA,NA,2,1,1,1,2.480406046,NA,NA,NA,NA,298,NA,NA,NA,NA,8,3,244,314,NA,NA,NA,NA,5,NA,NA,NA,NA,10,11,12,13,13.5215044,20.00494003,5.353714466,21.35553741,2.844741344,7.445789814,8.136082649,15.94820881,147.9985657,-0.559729993,49.27311707,-1083.239558,-397.489323,WhiteTroatedCaracara,20
96,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,30,60,40,30,20,180,30,30,15,90,20,15,10,18,9,12,17,17,9,10,15,19,14,18,1,4,2,2,1,1,2,3,1,1,1,1,3,2.480406046,258,22,339,57,255,309,286,335,312,355,299,282,281,1,2,3,4,5,6,7,8,9,10,11,12,13,13.5215044,20.00494003,5.353714466,21.35553741,2.844741344,7.445789814,8.136082649,15.94820881,147.9985657,-0.559729993,49.27311707,-1063.239558,-397.489323,WhiteTroatedCaracara,20
97,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,5,19,15,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,7,17,19,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,2,3.978318691,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,37,289,6,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,11,12,13,13.44050598,19.29842758,7.113075256,29.38964653,3.393027306,5.57808876,21.77322197,19.75077629,231.6553802,0.676839828,58.75802612,-1043.239558,-397.489323,WhiteTroatedCaracara,20
98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3.978318691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,13.44050598,19.29842758,7.113075256,29.38964653,3.393027306,5.57808876,21.77322197,19.75077629,231.6553802,0.676839828,58.75802612,-1023.239558,-397.489323,WhiteTroatedCaracara,20
99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,60,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,14.13537598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,250,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,13,11.02475262,30.01357269,4.055593967,16.44314194,2.408186674,15.53689671,7.881982803,20.31769943,1027.180054,-1.650534034,124.9033203,-983.2395576,-397.489323,WhiteTroatedCaracara,20
100,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,60,NA,NA,240,90,NA,NA,15,NA,NA,NA,NA,NA,10,NA,NA,9,13,NA,NA,17,NA,NA,NA,NA,NA,2,NA,NA,1,3,NA,NA,1,14.13537598,NA,NA,NA,NA,NA,284,NA,NA,55,307,NA,NA,351,NA,NA,NA,NA,NA,6,NA,NA,9,10,NA,NA,13,11.02475262,30.01357269,4.055593967,16.44314194,2.408186674,15.53689671,7.881982803,20.31769943,1027.180054,-1.650534034,124.9033203,-963.2395576,-397.489323,WhiteTroatedCaracara,20
102,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,240,NA,NA,NA,NA,35,60,4,80,60,120,75,NA,17,NA,NA,NA,NA,11,14,11,10,11,11,15,NA,1,NA,NA,NA,NA,3,2,3,3,2,2,1,10.69984913,NA,21,NA,NA,NA,NA,6,27,279,15,57,46,339,NA,2,NA,NA,NA,NA,7,8,9,10,11,12,13,3.982679605,32.25205994,62.9631958,0.852276087,0,4.35192728,4.984270096,25.5268116,2597.627441,1.645016074,169.8097229,-923.2395576,-397.489323,WhiteTroatedCaracara,20
110,0,0,0,0,0,0,0,0,0,0,0,0,0,60,50,120,60,120,75,200,180,57,88,70,23,120,10,11,11,12,14,19,19,11,19,13,17,12,18,1,4,2,4,1,2,2,1,1,1,1,1,1,3.218711615,258,22,361,263,255,40,343,48,291,355,301,276,324,1,2,3,4,5,6,7,8,9,10,11,12,13,13.27457047,24.86483574,2.278069019,6.978678703,1.636427641,9.112595558,4.345765591,17.95317459,89.71726227,-0.225652829,18.13755989,-1083.239558,-417.489323,WhiteTroatedCaracara,20
112,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,15,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,148,NA,8,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,10,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,6.162668228,NA,22,NA,NA,NA,294,NA,NA,NA,NA,NA,NA,51,NA,2,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,13,12.96204758,21.04171181,4.006702423,22.11745071,5.18571043,8.876675606,15.30075264,14.17134953,294.696991,0.011877917,63.84457779,-1043.239558,-417.489323,WhiteTroatedCaracara,20
113,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,180,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,NA,NA,NA,NA,3.639800072,NA,NA,NA,NA,NA,285,NA,15,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,8,9,NA,NA,NA,NA,10.4320488,33.11106491,5.44368124,16.4736824,3.061242819,18.06604195,5.622929573,12.80945396,1117.706177,-0.206747174,114.918541,-983.2395576,-417.489323,WhiteTroatedCaracara,20
118,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,30,20,60,NA,40,37,49,20,NA,NA,NA,NA,NA,20,16,7,NA,20,14,19,9,NA,NA,NA,NA,NA,1,3,1,NA,1,1,1,1,4.534582138,NA,NA,NA,NA,NA,357,6,26,NA,44,11,331,250,NA,NA,NA,NA,NA,6,7,8,NA,10,11,12,13,10.68609333,48.28734207,6.823581219,12.4934721,0.570715129,8.75834465,2.115684509,66.53948975,1495.161621,-0.779127061,14.64568043,-843.2395576,-417.489323,WhiteTroatedCaracara,20
124,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,60,NA,80,2,155,60,NA,NA,NA,NA,NA,NA,NA,14,NA,10,14,14,10,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,2,1,3.068392277,NA,NA,NA,NA,NA,NA,NA,47,NA,286,354,58,2,NA,NA,NA,NA,NA,NA,NA,8,NA,10,11,12,13,12.37903786,26.43766403,0.57229805,3.066609144,1.073977113,10.76543999,2.403685093,14.34731865,282.1787415,0.759433746,46.51885986,-1103.239558,-437.489323,WhiteTroatedCaracara,20
125,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,110,NA,60,120,60,70,50,60,20,120,122,30,NA,13,NA,13,11,15,13,11,10,15,16,8,10,NA,4,NA,5,2,2,2,2,2,1,1,1,1,3.068392277,NA,22,NA,41,291,329,303,264,259,281,319,263,260,NA,2,NA,4,5,6,7,8,9,10,11,12,13,12.37903786,26.43766403,0.57229805,3.066609144,1.073977113,10.76543999,2.403685093,14.34731865,282.1787415,0.759433746,46.51885986,-1083.239558,-437.489323,WhiteTroatedCaracara,20
126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4.175680637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,12.71636581,24.32458305,2.028623343,11.78542137,3.791569471,7.205919743,7.799544334,15.14150429,287.9986267,-0.240751207,57.56368256,-1063.239558,-437.489323,WhiteTroatedCaracara,20
127,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6.162668228,NA,NA,NA,NA,NA,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,12.96204758,21.04171181,4.006702423,22.11745071,5.18571043,8.876675606,15.30075264,14.17134953,294.696991,0.011877917,63.84457779,-1043.239558,-437.489323,WhiteTroatedCaracara,20
128,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,40,NA,20,30,60,120,131,250,NA,NA,NA,NA,NA,13,NA,14,5,10,21,11,19,NA,NA,NA,NA,NA,3,NA,3,2,1,4,1,1,4.208222866,NA,NA,NA,NA,NA,291,NA,308,348,52,364,288,281,NA,NA,NA,NA,NA,6,NA,8,9,10,11,12,13,8.516709328,35.97875214,16.57109261,12.16252422,1.989632845,19.02369881,10.21518326,16.02754974,1513.75647,1.647087097,128.769455,-983.2395576,-437.489323,WhiteTroatedCaracara,20
129,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,90,NA,NA,65,180,240,NA,120,120,240,35,300,69,14,NA,NA,8,15,18,NA,9,10,16,19,9,7,2,NA,NA,1,2,5,NA,1,1,1,1,2,1,4.208222866,355,NA,NA,317,34,331,NA,282,301,358,313,317,362,1,NA,NA,4,5,6,NA,8,9,10,11,12,13,8.516709328,35.97875214,16.57109261,12.16252422,1.989632845,19.02369881,10.21518326,16.02754974,1513.75647,1.647087097,128.769455,-963.2395576,-437.489323,WhiteTroatedCaracara,20
130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5.387629986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,4.894652843,35.66617966,75.7395401,1.045634389,0.007510197,4.472380638,5.756435394,10.41121387,2273.248535,-2.241697073,143.195816,-943.2395576,-437.489323,WhiteTroatedCaracara,20
135,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,80,105,120,20,10,10,125,NA,NA,NA,NA,NA,NA,7,12,9,12,10,18,19,NA,NA,NA,NA,NA,NA,3,3,9,1,1,1,1,8.869707108,NA,NA,NA,NA,NA,NA,316,55,48,45,37,258,10,NA,NA,NA,NA,NA,NA,7,8,9,10,11,12,13,11.13002205,57.8086319,35.46714783,2.530752897,0.109256677,3.353717566,5.916435719,28.99086952,1339.203003,-0.045668155,1.709962368,-803.2395576,-437.489323,WhiteTroatedCaracara,20
140,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,20,90,30,50,NA,NA,NA,NA,10,32,270,120,NA,13,18,16,13,NA,NA,NA,NA,17,20,15,14,NA,2,5,4,1,NA,NA,NA,NA,1,3,1,2,1.832600832,NA,277,30,37,49,NA,NA,NA,NA,33,16,345,304,NA,2,3,4,5,NA,NA,NA,NA,10,11,12,13,13.07937431,28.92494774,1.116271853,14.54068661,3.489935637,8.675596237,3.72146368,11.40930557,67.02153778,0.082317479,14.10015392,-1103.239558,-457.489323,WhiteTroatedCaracara,20
141,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,3.052903652,NA,NA,NA,NA,NA,293,NA,NA,NA,NA,NA,264,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,12,NA,12.23326874,27.86327934,0.250861198,2.485918045,2.289285421,6.933302879,2.076657772,9.024512291,337.2906799,0.223239243,36.94780731,-1083.239558,-457.489323,WhiteTroatedCaracara,20
142,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,60,263,46,9,19,3,11,3,37,90,NA,NA,NA,18,14,12,16,19,11,19,16,16,16,NA,NA,NA,1,1,1,2,1,1,1,1,1,1,2.277931452,NA,NA,NA,44,262,290,343,47,365,263,306,262,294,NA,NA,NA,4,5,6,7,8,9,10,11,12,13,12.72274113,27.37456131,3.142382622,17.58779907,4.857869625,7.711826801,13.21547031,15.01244164,320.3495178,0.017521791,40.59846878,-1063.239558,-457.489323,WhiteTroatedCaracara,20
143,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,3.314173698,NA,NA,NA,288,NA,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,9,NA,NA,NA,NA,13.33985043,26.89972115,3.992919445,34.00021362,3.387347698,7.746504307,13.92983723,16.39632416,236.865448,0.221407801,50.37054062,-1043.239558,-457.489323,WhiteTroatedCaracara,20
